frequency,recency,T,monetary_value,clv
2.0,241.0,291.0,397.49,1423.149440648766
2.0,140.0,141.0,206.53500000000003,1255.1198558293083
3.0,87.0,258.0,128.34333333333333,495.6259076052886
6.0,298.0,318.0,272.795,1811.4569838856426
8.0,275.0,299.0,679.295,5914.560419021597
7.0,210.0,246.0,254.01142857142855,2303.555095319746
7.0,168.0,228.0,424.18142857142857,4004.906251275786
3.0,201.0,204.0,467.76666666666665,2725.135191448047
3.0,241.0,288.0,369.6233333333333,1651.9734019259135
4.0,163.0,246.0,97.3625,577.5712265530907
2.0,174.0,187.0,274.125,1374.2017773105802
1.0,87.0,146.0,87.9,396.27344896072134
2.0,61.0,66.0,497.125,4518.256678528896
3.0,170.0,195.0,425.3,2544.7949941159322
1.0,110.0,327.0,148.8,286.2442505728863
4.0,201.0,228.0,259.12,1661.1465236361548
2.0,323.0,329.0,393.14,1292.9090539744684
4.0,230.0,234.0,598.6,3774.6914072513696
1.0,127.0,202.0,549.32,1920.4633001602747
1.0,173.0,298.0,216.95,554.6965079138223
3.0,119.0,165.0,682.0233333333333,4518.489339374928
2.0,123.0,281.0,511.52500000000003,1682.3717594779962
6.0,174.0,220.0,147.555,1286.5351208484487
1.0,227.0,248.0,64.05,215.01668151605176
16.0,305.0,323.0,301.406875,4469.815937866815
1.0,99.0,110.0,170.39999999999998,948.747546300627
1.0,133.0,245.0,308.44,903.1155650233584
3.0,300.0,300.0,230.81666666666675,1010.8250328787535
1.0,87.0,116.0,203.46,1072.8057406764997
2.0,15.0,21.0,300.145,3927.823079248848
3.0,33.0,197.0,288.36,1013.4991227186375
38.0,331.0,334.0,1437.848947368421,46386.05658063359
12.0,196.0,220.0,152.15083333333334,2344.743826954672
6.0,275.0,288.0,258.5933333333333,1857.8170513768348
7.0,42.0,49.0,272.2885714285714,6218.883907020913
1.0,229.0,334.0,204.54000000000002,497.4892293341761
1.0,48.0,276.0,583.41,951.5866197255015
8.0,266.0,276.0,483.305,4488.163198454539
5.0,91.0,333.0,156.25799999999998,280.6241650826216
5.0,242.0,259.0,208.602,1422.226321429939
1.0,49.0,256.0,114.05000000000001,218.99396713867935
2.0,177.0,195.0,169.37,826.7583568886611
3.0,138.0,215.0,226.48333333333335,1233.7556866380517
2.0,162.0,243.0,452.845,1820.2319354192273
10.0,259.0,269.0,86.21600000000001,984.5773704202854
4.0,203.0,271.0,159.61,889.2755072398434
1.0,26.0,122.0,445.84999999999997,1840.655586626011
1.0,27.0,207.0,308.12,653.7341147890812
2.0,191.0,195.0,935.96,4547.769013140338
3.0,146.0,178.0,167.79,1070.7380556032508
10.0,231.0,281.0,244.402,2659.76373859799
6.0,171.0,220.0,142.15833333333333,1237.6492560258705
1.0,197.0,253.0,893.16,2738.4880673009084
1.0,11.0,123.0,300.04,1090.91260243004
3.0,278.0,334.0,248.08333333333334,987.2977104321436
4.0,283.0,297.0,330.455,1738.1459753627944
5.0,122.0,207.0,181.73600000000002,1388.3760244669095
1.0,166.0,278.0,156.0,427.9477141491563
2.0,14.0,24.0,211.32500000000002,2683.7727104727123
8.0,307.0,328.0,367.9775,2981.630410385331
4.0,172.0,334.0,508.655,2179.2885562182987
1.0,202.0,217.0,135.09,487.38439180946716
1.0,129.0,140.0,578.94,2752.639304511104
2.0,108.0,132.0,848.98,5289.07517683599
2.0,267.0,298.0,510.935,1804.6464462319805
38.0,313.0,334.0,346.97605263157897,11144.567522179608
11.0,275.0,328.0,196.0563636363636,2050.4219082408295
3.0,183.0,208.0,586.6999999999999,3352.097211922135
1.0,143.0,200.0,228.42000000000002,831.5193813992549
25.0,316.0,334.0,407.0976,8832.255256199916
4.0,280.0,288.0,149.8575,810.6637960133402
9.0,275.0,293.0,252.12333333333333,2459.8349560246243
1.0,289.0,325.0,202.64000000000001,529.4645388191731
2.0,125.0,129.0,234.34,1501.8199930299832
1.0,221.0,248.0,74.60000000000001,247.63034413545063
44.0,330.0,333.0,719.7893181818182,26782.88692604265
1.0,178.0,255.0,341.7,1026.9927299831434
4.0,222.0,321.0,734.1325,3525.994328255814
4.0,211.0,250.0,523.67,3121.1472518445
1.0,77.0,90.0,424.36,2594.307546429283
3.0,50.0,57.0,315.0133333333334,3771.655390468774
2.0,56.0,200.0,129.375,504.9722627503099
2.0,63.0,66.0,199.56,1825.4484366659174
4.0,95.0,95.0,341.71500000000003,3852.005435666078
2.0,81.0,98.0,300.27,2236.4948583114065
2.0,170.0,279.0,1488.875,5293.094798145505
2.0,18.0,280.0,416.675,494.7007706652436
1.0,117.0,222.0,270.15,850.1135433682753
3.0,175.0,271.0,328.9866666666667,1500.834465495031
1.0,18.0,137.0,189.5,654.2389836067599
2.0,86.0,104.0,150.38,1090.1661577499985
4.0,282.0,330.0,371.0725,1784.654702328237
2.0,163.0,176.0,267.01,1395.4133168293154
1.0,106.0,278.0,113.7,271.54858987614784
1.0,252.0,330.0,241.48,605.3357616620169
8.0,308.0,327.0,386.4575,3139.704426306903
2.0,118.0,321.0,331.965,912.0316130892436
2.0,274.0,327.0,467.5,1526.9420666713543
1.0,119.0,131.0,593.5799999999999,2936.722386468143
2.0,193.0,249.0,772.25,3091.7781792343285
25.0,300.0,326.0,267.5908,5904.0426502293985
3.0,35.0,164.0,79.6,403.7657076179712
2.0,34.0,47.0,103.015,1082.6497343413628
8.0,260.0,293.0,220.93125,1953.153795231566
3.0,231.0,250.0,114.11333333333334,575.8393778753566
1.0,144.0,179.0,453.99,1807.001333831878
3.0,234.0,318.0,528.32,2156.6523738136034
5.0,247.0,248.0,449.48400000000004,3167.8779294091482
11.0,263.0,269.0,490.9990909090909,6060.211633522918
3.0,190.0,270.0,86.75,405.480338270912
4.0,248.0,262.0,350.64750000000004,2030.7569748588357
8.0,315.0,328.0,327.8775,2659.9136261041867
11.0,258.0,272.0,1029.0,12575.115100792293
1.0,21.0,25.0,490.55,4852.806476399798
4.0,126.0,287.0,220.20749999999998,999.1279037724966
2.0,194.0,244.0,198.025,812.2994091566673
1.0,11.0,161.0,399.15,1018.1953704082158
1.0,99.0,179.0,366.11,1367.317337086388
4.0,315.0,319.0,101.14,506.67841599198454
2.0,194.0,207.0,115.28,543.057362014773
2.0,98.0,125.0,468.65000000000003,3016.6380318608585
2.0,79.0,223.0,366.225,1381.35224401786
4.0,246.0,279.0,326.5275,1796.2893745886647
4.0,197.0,237.0,429.13750000000005,2660.5416955781716
8.0,251.0,269.0,280.6725,2656.8392013264706
1.0,142.0,152.0,206.66,944.0540838459358
1.0,204.0,214.0,198.2,718.3949202325575
2.0,68.0,82.0,68.505,571.902514042076
2.0,28.0,33.0,494.46500000000003,5784.771807680895
3.0,42.0,95.0,149.06666666666666,1347.1828178255355
1.0,27.0,94.0,104.2,561.0522901283927
2.0,157.0,287.0,194.99999999999997,669.858209075549
1.0,79.0,97.0,210.0,1237.7139236179428
2.0,195.0,241.0,426.35999999999996,1759.239533599894
1.0,39.0,109.0,307.8,1510.7761701155707
2.0,203.0,272.0,96.955,367.36917573691164
2.0,80.0,105.0,195.53,1399.8815180948834
5.0,283.0,333.0,512.726,2851.674925940364
2.0,188.0,228.0,175.86,761.8149585502313
3.0,54.0,55.0,433.78,5277.9765093139895
1.0,173.0,207.0,144.35,530.1804027646964
2.0,118.0,255.0,258.025,937.6678343724029
2.0,27.0,199.0,1018.8905,3061.2238573180625
5.0,300.0,313.0,520.8720000000001,3063.232417945262
1.0,13.0,31.0,227.41,2088.261507790579
1.0,151.0,266.0,117.86,333.0435456699181
3.0,217.0,232.0,231.99,1231.7974062783553
2.0,283.0,323.0,237.75,789.9238802671812
3.0,59.0,328.0,149.71,232.21314085865055
11.0,322.0,326.0,519.1181818181818,5514.540843929078
8.0,226.0,246.0,247.265,2503.4995607576034
1.0,131.0,162.0,44.349999999999994,202.89315901620364
4.0,148.0,237.0,272.58,1638.263108843858
3.0,326.0,326.0,477.50333333333333,1953.0570971844074
9.0,327.0,327.0,258.4322222222222,2317.006388577721
10.0,222.0,225.0,451.93,5884.56925207705
6.0,211.0,215.0,613.145,5483.898806716458
1.0,174.0,200.0,896.6700000000001,3324.667644242393
3.0,100.0,104.0,111.64999999999999,1007.1936594046117
10.0,288.0,291.0,297.836,3194.0917789088826
4.0,109.0,109.0,347.2325,3626.8446246199114
4.0,189.0,206.0,214.32,1482.7576385553043
12.0,297.0,322.0,236.1525,2723.810730738385
3.0,328.0,334.0,576.3633333333333,2309.4807690886005
1.0,22.0,117.0,304.94,1283.1425006043025
6.0,245.0,249.0,723.6066666666667,5807.453109927093
3.0,140.0,176.0,263.50666666666666,1687.051007686156
2.0,197.0,273.0,302.27,1123.782221198475
2.0,7.0,166.0,152.51,461.67715353468634
2.0,165.0,236.0,177.26,737.0165880384365
4.0,203.0,318.0,837.97,3997.2981607909283
3.0,92.0,99.0,327.5733333333333,3012.1939034174934
2.0,101.0,217.0,250.85,1039.5589550928369
1.0,3.0,85.0,65.25,333.8309812466884
1.0,81.0,105.0,165.2,930.2301383962374
5.0,277.0,327.0,301.916,1705.1217657880618
15.0,323.0,333.0,689.6786666666667,9430.754734570488
11.0,279.0,327.0,163.98272727272726,1723.7185896447286
3.0,250.0,258.0,275.3666666666667,1351.5452149477646
1.0,188.0,325.0,35.400000000000006,91.23230105994412
3.0,129.0,168.0,279.3866666666667,1841.572207717471
11.0,291.0,292.0,299.6309090909091,3474.3832768345624
2.0,206.0,270.0,184.185,697.3391518228475
2.0,264.0,334.0,666.675,2126.979920065593
4.0,299.0,333.0,162.985,782.9888886190868
2.0,159.0,278.0,1523.2199999999998,5371.5456517662615
20.0,322.0,327.0,542.8145000000001,9768.081652348179
1.0,35.0,120.0,106.0,479.9810048091638
20.0,232.0,245.0,323.1295,7262.358519083955
13.0,294.0,321.0,401.07,4965.86659206873
17.0,316.0,333.0,306.7176470588235,4688.182726392145
9.0,293.0,325.0,914.0655555555555,8190.312400532666
4.0,161.0,235.0,189.2525,1162.5998959649346
1.0,33.0,57.0,150.03,1124.2758284310896
4.0,222.0,225.0,197.6175,1286.7020807326512
4.0,234.0,235.0,95.5775,605.8354677009354
5.0,272.0,334.0,182.62599999999998,1012.3940006108477
2.0,102.0,330.0,240.57500000000002,592.0334008966911
5.0,245.0,332.0,47.876,266.6585879591321
12.0,323.0,329.0,273.48,3108.579961854117
7.0,268.0,283.0,3679.1357142857146,30091.65116549251
12.0,308.0,333.0,231.26333333333335,2597.221741435269
11.0,62.0,62.0,2250.973636363636,67808.25578178001
9.0,311.0,315.0,291.1744444444445,2687.914067034296
5.0,253.0,287.0,1045.038,6547.757677555787
1.0,11.0,126.0,111.25999999999999,401.26493920055236
7.0,313.0,325.0,341.23857142857145,2508.368577843493
1.0,10.0,62.0,291.33,1901.9761574644276
9.0,224.0,227.0,464.4344444444444,5503.821968982743
3.0,156.0,202.0,80.98333333333333,474.6056146197
7.0,235.0,236.0,266.4042857142857,2509.177226902825
4.0,304.0,315.0,198.845,1000.9018161343034
1.0,57.0,291.0,195.13,320.05474156468
2.0,57.0,82.0,314.435,2551.218723491197
2.0,188.0,271.0,197.54000000000002,737.5493073399451
1.0,195.0,216.0,305.54,1085.6719804850688
1.0,165.0,221.0,358.9,1216.5385037673957
6.0,123.0,144.0,336.30333333333334,3935.9630057699624
3.0,186.0,276.0,100.89999999999999,460.2475262155133
9.0,297.0,333.0,336.56333333333333,2957.7028734708365
4.0,46.0,66.0,165.9575,2222.3710304435726
4.0,171.0,178.0,504.9,3866.5373746937576
3.0,276.0,318.0,160.99333333333325,670.0343048694077
2.0,236.0,246.0,241.70000000000002,996.7428058533744
2.0,159.0,195.0,148.29000000000002,719.8787013003514
41.0,326.0,333.0,2542.2236585365854,88356.99775099094
9.0,322.0,323.0,374.21666666666664,3386.258992407349
2.0,154.0,330.0,413.68500000000006,1209.0110396864277
1.0,119.0,253.0,177.68,490.4675975287863
3.0,152.0,200.0,512.1033333333334,2981.6432131991232
1.0,10.0,41.0,358.0,2904.419622037768
3.0,292.0,292.0,142.16333333333333,637.9163307485294
1.0,174.0,180.0,129.77,537.0355355840634
5.0,278.0,290.0,218.35,1365.9844584187374
3.0,70.0,328.0,138.15,263.9658017814497
3.0,95.0,140.0,121.04333333333334,896.8164691474569
4.0,142.0,143.0,193.37,1717.7344495724817
1.0,12.0,13.0,168.1,1909.634250301701
26.0,315.0,333.0,160.26038461538462,3616.702052838081
7.0,243.0,271.0,186.88714285714286,1580.6179437060146
15.0,325.0,329.0,223.22933333333333,3086.2252474791203
9.0,168.0,181.0,297.7988888888889,4140.04286307227
1.0,202.0,230.0,422.53999999999996,1424.1013957878029
19.0,266.0,269.0,425.95473684210526,8524.26833263986
2.0,51.0,213.0,67.15,236.3375548444415
4.0,160.0,200.0,78.95,557.6688415028112
8.0,299.0,320.0,80.15,665.2152073692389
1.0,101.0,326.0,222.9,409.3674813025153
5.0,211.0,293.0,311.086,1884.275853415813
6.0,280.0,332.0,265.99,1695.8990654957786
12.0,242.0,256.0,165.68833333333336,2288.245491957406
5.0,227.0,238.0,174.696,1271.0038284502862
5.0,291.0,329.0,231.19,1303.9711294267609
17.0,326.0,327.0,89.24235294117648,1388.9385218327657
1.0,111.0,319.0,312.98,619.1237953585046
7.0,297.0,300.0,376.85714285714283,2953.454603477811
3.0,172.0,225.0,207.84666666666666,1115.303700582913
3.0,210.0,281.0,266.3666666666667,1203.5515718232286
4.0,199.0,230.0,284.63,1810.5934500198312
9.0,241.0,245.0,333.28888888888895,3733.3771908087033
4.0,282.0,294.0,248.40749999999997,1318.5354630812676
4.0,109.0,249.0,211.4525,1092.067870639767
6.0,222.0,225.0,289.13166666666666,2504.973513881034
4.0,274.0,278.0,229.3525,1273.068847215736
1.0,12.0,18.0,82.56,902.0306262228366
3.0,185.0,221.0,535.5166666666668,2920.438774075476
1.0,292.0,333.0,301.55999999999995,766.6646533635878
11.0,273.0,277.0,200.27272727272728,2419.776002085768
1.0,91.0,286.0,142.2,304.29201496382524
11.0,274.0,326.0,206.18727272727273,2167.576003370712
4.0,87.0,224.0,247.2825,1322.1014951356465
2.0,135.0,206.0,512.21,2322.6092298210347
2.0,110.0,325.0,205.6,539.208905339539
5.0,267.0,279.0,556.188,3577.896044612332
7.0,248.0,298.0,1165.4657142857143,9086.163085665592
1.0,28.0,39.0,943.75,8135.643494427006
4.0,187.0,201.0,322.0625,2265.6391451038344
2.0,218.0,333.0,166.985,525.8616186730155
1.0,39.0,109.0,278.13,1366.8383898099735
5.0,110.0,221.0,256.978,1760.2933917901664
1.0,181.0,215.0,132.09,473.5946726810372
3.0,191.0,203.0,151.35666666666665,887.9733035364836
4.0,201.0,250.0,155.0125,924.5553061838274
9.0,286.0,328.0,247.30444444444447,2197.020756038197
1.0,101.0,137.0,1247.53,5833.609733454709
3.0,203.0,203.0,203.27666666666664,1193.0282493355899
1.0,16.0,159.0,83.28,237.96378284288645
4.0,155.0,250.0,171.37,988.9442948852936
4.0,305.0,322.0,328.605,1621.2894255081956
6.0,218.0,236.0,450.865,3759.5744725296313
8.0,287.0,287.0,493.08875,4447.612599394244
2.0,221.0,329.0,187.245,597.0829825526339
1.0,292.0,293.0,166.20000000000002,480.33296700833654
3.0,232.0,235.0,157.02666666666667,829.8233295890483
22.0,308.0,321.0,2000.1122727272727,39818.12636195675
14.0,308.0,327.0,149.3857142857143,1950.078758115146
3.0,64.0,96.0,617.5366666666667,5682.145505980075
2.0,34.0,46.0,190.24,2000.624433201925
4.0,285.0,334.0,553.1525,2632.40708221439
7.0,265.0,319.0,199.09,1473.5293001861978
5.0,291.0,298.0,296.954,1818.3259166926237
5.0,222.0,227.0,431.066,3242.557191905801
3.0,260.0,294.0,301.25666666666666,1330.6721657448898
3.0,124.0,199.0,197.32000000000002,1134.3507095708105
8.0,280.0,290.0,503.39,4499.063109880411
1.0,11.0,96.0,383.66,1797.4967681453077
1.0,81.0,108.0,119.04,662.870537149719
7.0,265.0,319.0,285.8228571428571,2113.8052066019536
2.0,78.0,237.0,442.18000000000006,1540.8851038296827
3.0,38.0,157.0,194.09,1069.4469720730333
5.0,273.0,279.0,369.01800000000003,2377.316950529665
2.0,73.0,171.0,24.644999999999996,128.55508133898292
7.0,241.0,329.0,110.37571428571428,784.0224164384275
1.0,177.0,258.0,262.44,781.367350702733
2.0,116.0,234.0,422.65999999999997,1667.2359722117412
3.0,21.0,42.0,227.41333333333333,3021.3028634063476
1.0,45.0,48.0,302.09,2475.564852501781
1.0,27.0,55.0,1134.69,8363.369717743632
6.0,103.0,172.0,445.45,4433.23895778846
9.0,225.0,237.0,737.5355555555557,8453.279561668138
1.0,71.0,223.0,314.6,842.405597238393
1.0,251.0,256.0,237.12,753.4973304219358
1.0,99.0,124.0,242.09,1231.6747476180294
1.0,35.0,70.0,488.98,3231.44675127695
6.0,281.0,333.0,325.25333333333333,2067.9860332673115
3.0,253.0,279.0,237.99333333333334,1097.5677307904737
4.0,316.0,333.0,556.015,2667.954314690439
9.0,327.0,333.0,280.5233333333333,2477.156196306088
1.0,306.0,332.0,377.64,967.2906393181565
15.0,171.0,174.0,99.02466666666666,2200.215311308784
10.0,279.0,320.0,307.486,3039.291415561802
4.0,117.0,208.0,305.5775,1987.911497136226
4.0,261.0,330.0,293.61,1404.3353448288128
8.0,169.0,237.0,265.47875,2682.85497164028
5.0,170.0,225.0,303.42400000000004,2263.382289720641
4.0,297.0,329.0,432.66249999999997,2092.1307294768753
6.0,213.0,266.0,103.61166666666668,785.5299023978338
1.0,30.0,33.0,307.58,2848.161660106683
7.0,267.0,319.0,187.29571428571427,1387.4292028750192
10.0,318.0,321.0,442.56899999999996,4391.764337493545
3.0,304.0,325.0,161.38,662.9449982263412
1.0,154.0,172.0,357.93,1488.0409036391138
3.0,214.0,228.0,1049.9233333333334,5624.729830966157
6.0,219.0,320.0,395.6066666666666,2517.026373434909
1.0,13.0,24.0,41.6,442.18517695681254
4.0,279.0,286.0,98.09,535.2587170476078
2.0,42.0,50.0,486.765,4950.967263508291
3.0,21.0,33.0,207.20000000000002,2994.3106247638
3.0,323.0,326.0,361.24333333333334,1478.177131770214
5.0,322.0,326.0,194.106,1109.0215388403394
3.0,118.0,277.0,211.54333333333332,851.6580741620287
5.0,319.0,333.0,219.196,1229.3932036040105
1.0,166.0,207.0,382.18,1373.9268538404972
2.0,230.0,241.0,303.735,1269.5980589726234
2.0,308.0,333.0,252.23,820.6582672710307
2.0,140.0,281.0,187.41500000000002,641.8591140063661
1.0,134.0,155.0,360.0,1597.3937523520037
4.0,102.0,103.0,313.485,3380.7729278333395
2.0,200.0,271.0,202.17000000000002,760.0052295836446
2.0,113.0,222.0,566.535,2338.3173485223597
10.0,276.0,300.0,185.66,1940.026121055577
2.0,107.0,166.0,154.71,822.52334282909
1.0,56.0,263.0,597.3,1137.3933688962925
5.0,299.0,333.0,281.18,1571.124033744131
1.0,266.0,273.0,131.7,403.0592708226588
7.0,252.0,316.0,247.91285714285712,1839.6931774639675
1.0,208.0,243.0,149.34,488.86829440590134
5.0,233.0,265.0,96.84,649.506444306254
3.0,247.0,258.0,201.47,989.9134262653816
1.0,112.0,326.0,141.85,276.848828897889
1.0,123.0,248.0,333.65,942.5224282062075
2.0,194.0,200.0,426.04,2037.2074272902355
3.0,328.0,329.0,306.34666666666664,1245.4834140783921
1.0,197.0,333.0,213.73,501.2325171978126
1.0,109.0,116.0,399.5,2140.075739996903
1.0,71.0,82.0,83.2,552.8302923613795
1.0,62.0,334.0,304.34000000000003,404.0467299517259
4.0,319.0,322.0,452.575,2235.237428947379
1.0,145.0,239.0,244.94,754.0185518299464
2.0,101.0,150.0,36.0,213.575668014215
2.0,255.0,280.0,125.605,471.20728161991735
7.0,245.0,274.0,153.96571428571428,1291.7658436305785
1.0,108.0,139.0,687.38,3214.298174341956
3.0,231.0,239.0,175.34333333333333,913.5923811621441
6.0,253.0,323.0,648.8566666666667,4192.832287759265
3.0,303.0,330.0,406.03000000000003,1638.8087135248547
3.0,236.0,237.0,255.57666666666668,1338.674943002351
2.0,68.0,94.0,164.945,1254.3891248377795
1.0,45.0,193.0,126.32,355.6326895400039
3.0,188.0,249.0,46.63,236.33634871879946
2.0,270.0,292.0,201.555,728.7339866960839
2.0,152.0,179.0,504.40999999999997,2584.268589939773
2.0,127.0,159.0,174.715,972.2795111947056
4.0,289.0,321.0,386.4325,1905.831409398071
8.0,318.0,322.0,306.66625,2527.3339732240343
54.0,334.0,334.0,114.44833333333334,5178.665099109234
2.0,50.0,71.0,179.21,1568.7018105794352
4.0,203.0,257.0,521.4225,3028.8302166067865
3.0,116.0,313.0,264.1,882.9574047070888
6.0,292.0,313.0,222.1933333333333,1494.553437569318
15.0,258.0,279.0,221.69133333333332,3479.1607896598725
3.0,189.0,209.0,680.3833333333333,3878.3251406004897
1.0,192.0,217.0,106.5,384.37766353178813
1.0,234.0,270.0,485.63,1446.304918648737
6.0,261.0,280.0,237.225,1740.5962795611981
15.0,291.0,325.0,155.76200000000003,2163.2509599830223
3.0,208.0,209.0,486.0366666666667,2783.801775268507
1.0,167.0,278.0,326.4,886.1654863365432
1.0,121.0,300.0,110.38,251.8443894901949
1.0,245.0,263.0,126.2,395.5457474395391
1.0,21.0,46.0,788.38,6247.500542023565
17.0,318.0,318.0,110.60882352941177,1759.4934618225138
2.0,109.0,145.0,429.345,2511.7785375451413
11.0,255.0,265.0,283.3954545454545,3538.0179851569633
4.0,266.0,322.0,637.455,3115.7505350862652
1.0,74.0,91.0,729.6,4397.475394057654
5.0,284.0,285.0,456.12600000000003,2891.1874830310594
7.0,193.0,333.0,170.0885714285714,1074.6814986985253
2.0,199.0,323.0,149.87,479.6383870481499
3.0,61.0,166.0,215.93999999999997,1283.2130015803991
4.0,29.0,159.0,168.8125,846.4929237344941
7.0,147.0,292.0,188.63285714285715,1169.513263732158
1.0,8.0,25.0,145.21,1421.1435472721412
3.0,257.0,274.0,463.7733333333333,2167.1816006209237
77.0,331.0,334.0,131.01363636363635,8365.80737763412
2.0,216.0,222.0,3403.4,15046.428745257363
1.0,277.0,323.0,586.95,1514.8640406782376
3.0,224.0,257.0,150.12,737.7239016961722
2.0,75.0,278.0,123.84000000000002,342.13361678541725
2.0,79.0,244.0,78.965,271.2810806011406
3.0,231.0,319.0,334.30333333333334,1360.553027881935
4.0,193.0,196.0,125.4575,904.2244579748682
1.0,2.0,20.0,15.600000000000001,191.51938968099526
4.0,187.0,333.0,221.5325,986.0950470930394
4.0,176.0,194.0,385.26,2774.734510380449
1.0,151.0,203.0,331.58000000000004,1196.300739259596
2.0,248.0,259.0,348.74,1380.2124514668863
5.0,309.0,322.0,594.708,3419.264227646687
5.0,168.0,188.0,258.848,2223.0183022937076
2.0,188.0,319.0,155.335,497.98033192606465
2.0,238.0,259.0,74.07500000000002,298.0470935307857
1.0,119.0,236.0,240.10000000000002,712.4294395793873
38.0,311.0,315.0,6235.8628947368425,210758.93311836047
1.0,140.0,173.0,319.08,1305.6277808978964
1.0,144.0,172.0,416.32,1713.6715525149405
2.0,298.0,299.0,379.16999999999996,1346.0522610567368
1.0,152.0,183.0,400.61,1578.962067356841
1.0,114.0,244.0,157.94,449.49642544878
2.0,171.0,287.0,265.31,923.8985511354769
6.0,237.0,276.0,296.325,2187.6800347168005
1.0,14.0,61.0,128.95,880.0180994151672
2.0,82.0,277.0,128.175,371.72861671524464
4.0,250.0,271.0,215.995,1219.6599529898308
17.0,294.0,329.0,393.5564705882353,6042.873169067621
1.0,91.0,293.0,427.54,868.7405093211955
1.0,102.0,297.0,480.27,1007.5562827362887
6.0,223.0,262.0,268.27333333333337,2060.5264819997856
14.0,300.0,332.0,1835.195714285714,23563.98013430241
1.0,140.0,172.0,105.0,441.5630199899799
1.0,14.0,162.0,20.8,63.58405689388646
3.0,322.0,323.0,190.75,788.832301329249
19.0,334.0,334.0,224.22894736842107,3789.3214617234908
1.0,107.0,112.0,154.99,860.74182762443
2.0,141.0,173.0,466.995,2443.0578576566086
4.0,185.0,283.0,115.2,610.4132858070116
7.0,302.0,334.0,210.82999999999998,1513.3347455678002
1.0,4.0,12.0,119.73,1367.014066461598
1.0,49.0,199.0,721.55,1959.437732263209
5.0,144.0,277.0,328.26800000000003,1888.8698037311997
12.0,326.0,326.0,209.5583333333333,2401.530219025826
5.0,141.0,141.0,204.948,2140.9266965928714
2.0,214.0,329.0,126.21000000000001,402.371694374497
10.0,287.0,319.0,379.65400000000005,3770.3137238306654
1.0,19.0,20.0,146.32,1552.3544297319156
8.0,171.0,223.0,255.75875000000002,2742.4117729745763
1.0,37.0,73.0,305.75,1988.7172993736804
8.0,266.0,326.0,227.4725,1833.9898889097499
2.0,237.0,292.0,123.725,445.4496249550017
1.0,105.0,109.0,141.12,798.4153323885562
2.0,189.0,210.0,285.96500000000003,1317.8941040957193
1.0,37.0,87.0,245.33,1426.0659946055493
2.0,331.0,332.0,208.42000000000002,683.8187025899609
5.0,211.0,237.0,180.842,1315.7290743387377
2.0,165.0,173.0,126.17999999999999,673.2070714938193
6.0,251.0,300.0,241.06833333333336,1665.3247163339477
11.0,257.0,328.0,644.7509090909091,6644.8906276787075
16.0,277.0,319.0,249.365625,3704.569716413845
1.0,225.0,314.0,434.0,1110.4554159212814
8.0,277.0,277.0,161.8125,1502.9407304574438
4.0,302.0,328.0,623.295,3022.416035932142
3.0,92.0,244.0,300.7033333333333,1287.6863483601678
4.0,318.0,333.0,245.97250000000003,1182.998967230301
6.0,307.0,327.0,167.21333333333334,1087.5549085890482
4.0,173.0,246.0,305.065,1812.8574314446066
3.0,245.0,329.0,181.46333333333334,724.8871998242607
1.0,251.0,256.0,409.78,1293.915438853447
9.0,294.0,295.0,342.42555555555555,3328.666311222258
3.0,115.0,220.0,419.8633333333333,2167.9093132788653
1.0,120.0,193.0,572.25,2063.812867517186
1.0,276.0,295.0,158.4,452.1724783278935
1.0,64.0,137.0,15.0,80.66636408240979
6.0,292.0,333.0,338.40833333333336,2157.4331334137178
8.0,280.0,318.0,1244.0775,10287.839075970336
1.0,91.0,284.0,597.8199999999999,1267.7412342580262
2.0,314.0,333.0,302.66999999999996,984.820063863904
8.0,261.0,273.0,247.6275,2320.380823138119
1.0,181.0,269.0,396.81,1133.6043144264015
2.0,43.0,284.0,174.075,330.6452440860109
1.0,25.0,40.0,332.8,2843.8020265361474
1.0,134.0,214.0,152.16,517.8090808110828
1.0,1.0,25.0,6.2,91.70194598595842
4.0,131.0,295.0,116.63499999999999,521.0987090616499
14.0,310.0,327.0,480.55428571428575,6267.689542069827
2.0,258.0,271.0,49.03,193.32082355632184
11.0,322.0,330.0,312.73454545454547,3290.072107865026
2.0,130.0,253.0,328.455,1228.2321515815386
1.0,260.0,274.0,109.25,334.1245558395923
6.0,133.0,133.0,312.37666666666667,3864.5350593774738
10.0,329.0,330.0,190.744,1853.8510315882281
1.0,77.0,238.0,529.55,1336.2651007006857
2.0,180.0,214.0,183.21,832.1363361809306
1.0,128.0,153.0,84.72,389.8101843858976
1.0,98.0,134.0,102.42,500.9062678073937
1.0,14.0,155.0,210.65,593.7954453386274
1.0,18.0,52.0,313.6,2337.0554510832035
8.0,305.0,329.0,189.84500000000003,1535.6070603753637
2.0,140.0,297.0,778.8800000000001,2493.047415882129
3.0,188.0,333.0,80.58666666666667,306.61060219273844
5.0,182.0,201.0,236.138,1936.398683714546
4.0,112.0,162.0,412.375,3302.0132920502506
5.0,305.0,319.0,501.1719999999999,2903.2371266045893
6.0,265.0,269.0,188.17666666666665,1427.7532512478788
3.0,178.0,202.0,752.56,4388.977994075314
13.0,316.0,334.0,475.9830769230769,5719.229649276135
4.0,194.0,213.0,586.5725,3950.0701506587775
6.0,196.0,235.0,426.135,3544.5369091004877
1.0,15.0,95.0,306.35,1495.0247359252633
